correct 	math 	11.0secs 	12 * 4 	What is 12 * 4? 	== 	48 	RunAve=runAve math: 1/1 100% 11.0secs 	Sat Jan 16 2021 10:18:46 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	3.3secs 	encode:1 	e_____ 	== 	_ncode 	RunAve=runAve spelling:chat-only:2: 12/14 85% 2.7secs 	Thu Feb 25 2021 09:19:03 GMT-0600 (Central Standard Time)
correct 	math:+ 	3.9secs 	5 + 1 	What is 5 + 1? 	== 	6 	RunAve=runAve math:+: 10/10 100% 5.5secs 	Thu Feb 25 2021 09:19:28 GMT-0600 (Central Standard Time)
correct 	math:+ 	12.7secs 	10 + 1 	What is 10 + 1? 	== 	11 	RunAve=runAve math:+: 11/11 100% 6.2secs 	Thu Feb 25 2021 09:20:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.9secs 	sneak:1 	s____ 	== 	_neak 	RunAve=runAve spelling:chat-only:2: 13/15 86% 2.7secs 	Thu Feb 25 2021 09:20:26 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	7.6secs 	crazy:1 	c____ 	== 	_razy 	RunAve=runAve spelling:chat-only:4: 12/13 92% 3.5secs 	Thu Feb 25 2021 09:20:55 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:4 	1.1secs 	cluster:1 	c______ 	== 	_luster 	RunAve=runAve spelling:chat-only:4: 13/14 92% 3.3secs 	Thu Feb 25 2021 09:21:17 GMT-0600 (Central Standard Time)
correct 	math:^ 	10.2secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math:^: 5/5 100% 7.1secs 	Thu Feb 25 2021 09:21:48 GMT-0600 (Central Standard Time)
correct 	math:* 	3.9secs 	1 * 8 	What is 1 * 8? 	== 	8 	RunAve=runAve math:*: 11/11 100% 5.5secs 	Thu Feb 25 2021 09:22:13 GMT-0600 (Central Standard Time)
correct 	math:^ 	2.6secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math:^: 6/6 100% 6.4secs 	Thu Feb 25 2021 09:22:37 GMT-0600 (Central Standard Time)
wrong 	math:+ 	15.6secs 	5 + 12 	What is 5 + 12? 	!= 	19 	RunAve=runAve math:+: 11/12 91% 7.0secs 	Thu Feb 25 2021 09:23:14 GMT-0600 (Central Standard Time)
correct 	math:+ 	3.3secs 	5 + 12 	What is 5 + 12? 	== 	17 	RunAve=runAve math:+: 12/13 92% 6.7secs 	Thu Feb 25 2021 09:23:23 GMT-0600 (Central Standard Time)
correct 	math:+ 	2.1secs 	5 + 10 	What is 5 + 10? 	== 	15 	RunAve=runAve math:+: 13/14 92% 6.4secs 	Thu Feb 25 2021 09:24:41 GMT-0600 (Central Standard Time)
correct 	math:+ 	2.5secs 	5 + 11 	What is 5 + 11? 	== 	16 	RunAve=runAve math:+: 14/15 93% 6.1secs 	Thu Feb 25 2021 09:24:54 GMT-0600 (Central Standard Time)
correct 	math:+ 	6.0secs 	5 + 12 	What is 5 + 12? 	== 	17 	RunAve=runAve math:+: 15/16 93% 6.1secs 	Thu Feb 25 2021 09:25:12 GMT-0600 (Central Standard Time)
correct 	math:+ 	4.4secs 	5 + 10 	What is 5 + 10? 	== 	15 	RunAve=runAve math:+: 16/17 94% 6.0secs 	Thu Feb 25 2021 09:25:27 GMT-0600 (Central Standard Time)
correct 	math:+ 	2.4secs 	5 + 11 	What is 5 + 11? 	== 	16 	RunAve=runAve math:+: 17/18 94% 5.8secs 	Thu Feb 25 2021 09:25:41 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.1secs 	brawn:1 	b____ 	== 	_rawn 	RunAve=runAve spelling:chat-only:2: 1/1 100% 2.1secs 	Wed Mar 03 2021 15:54:59 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.5secs 	formula:4 	form___ 	== 	____ula 	RunAve=runAve spelling:chat-only:2: 2/2 100% 1.8secs 	Wed Mar 03 2021 15:59:18 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	3.7secs 	prowl:1 	p____ 	== 	_rowl 	RunAve=runAve spelling:chat-only:2: 3/3 100% 2.4secs 	Wed Mar 03 2021 15:59:43 GMT-0600 (Central Standard Time)
correct 	math:* 	2.8secs 	-12 * 1 	What is -12 * 1? 	== 	-12 	RunAve=runAve math:*: 1/1 100% 2.8secs 	Wed Mar 03 2021 16:00:07 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	1.9secs 	crane:1 	c____ 	!= 	_rene 	RunAve=runAve spelling:chat-only:2: 3/4 75% 2.3secs 	Wed Mar 03 2021 16:00:30 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.3secs 	crane:1 	c____ 	== 	_rane 	RunAve=runAve spelling:chat-only:2: 4/5 80% 2.3secs 	Wed Mar 03 2021 16:00:39 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	9.2secs 	crane:typing-no-word 	??? 	== 	crane 	RunAve=runAve spelling:typing-no-word:2: 1/1 100% 9.2secs 	Wed Mar 03 2021 16:01:09 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.8secs 	cane:1 	c___ 	== 	_ane 	RunAve=runAve spelling:chat-only:2: 5/6 83% 2.4secs 	Wed Mar 03 2021 16:01:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	3.0secs 	plane:1 	p____ 	== 	_lane 	RunAve=runAve spelling:chat-only:2: 6/7 85% 2.4secs 	Wed Mar 03 2021 16:01:37 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.7secs 	crane:1 	c____ 	== 	_rane 	RunAve=runAve spelling:chat-only:2: 7/8 87% 2.3secs 	Wed Mar 03 2021 16:01:50 GMT-0600 (Central Standard Time)
correct 	math:+ 	3.4secs 	6 + 9 	What is 6 + 9? 	== 	15 	RunAve=runAve math:+: 1/1 100% 3.4secs 	Wed Mar 03 2021 16:02:04 GMT-0600 (Central Standard Time)
correct 	math:/ 	5.1secs 	72 / 6 	What is 72 / 6? 	== 	12 	RunAve=runAve math:/: 1/1 100% 5.1secs 	Wed Mar 03 2021 16:02:30 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.6secs 	restore:3 	res____ 	== 	___tore 	RunAve=runAve spelling:chat-only:2: 8/9 88% 2.3secs 	Wed Mar 03 2021 16:02:53 GMT-0600 (Central Standard Time)
correct 	math:* 	1.9secs 	1 * 8 	What is 1 * 8? 	== 	8 	RunAve=runAve math:*: 2/2 100% 2.4secs 	Wed Mar 03 2021 16:03:16 GMT-0600 (Central Standard Time)
correct 	math:+ 	2.2secs 	3 + 11 	What is 3 + 11? 	== 	14 	RunAve=runAve math:+: 2/2 100% 2.8secs 	Wed Mar 03 2021 16:06:39 GMT-0600 (Central Standard Time)
correct 	math:+ 	5.4secs 	10 + -9 	What is 10 + -9? 	== 	1 	RunAve=runAve math:+: 3/3 100% 3.7secs 	Wed Mar 03 2021 16:07:06 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	2.6secs 	depict:1 	d_____ 	!= 	_opict 	RunAve=runAve spelling:chat-only:2: 8/10 80% 2.3secs 	Wed Mar 03 2021 16:07:30 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.6secs 	depict:1 	d_____ 	== 	_epict 	RunAve=runAve spelling:chat-only:2: 9/11 81% 2.2secs 	Wed Mar 03 2021 16:08:19 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	16.1secs 	depict:typing-no-word 	??? 	== 	depict 	RunAve=runAve spelling:typing-no-word:2: 2/2 100% 12.7secs 	Wed Mar 03 2021 16:08:56 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	1.5secs 	depend:3 	dep___ 	!= 	___ed 	RunAve=runAve spelling:chat-only:2: 9/12 75% 2.2secs 	Wed Mar 03 2021 16:09:09 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.0secs 	depend:3 	dep___ 	== 	___end 	RunAve=runAve spelling:chat-only:2: 10/13 76% 2.2secs 	Wed Mar 03 2021 16:10:59 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	3.7secs 	detest:1 	d_____ 	== 	_etest 	RunAve=runAve spelling:chat-only:2: 11/14 78% 2.3secs 	Wed Mar 03 2021 16:11:14 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	4.6secs 	detect:1 	d_____ 	== 	_etect 	RunAve=runAve spelling:chat-only:2: 12/15 80% 2.4secs 	Wed Mar 03 2021 16:11:30 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	2.9secs 	depict:1 	d_____ 	!= 	_epicct 	RunAve=runAve spelling:chat-only:2: 12/16 75% 2.5secs 	Wed Mar 03 2021 16:11:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.3secs 	depict:1 	d_____ 	== 	_epict 	RunAve=runAve spelling:chat-only:2: 13/17 76% 2.4secs 	Wed Mar 03 2021 16:11:52 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.5secs 	depict:0next-letter 	______ 	== 	d 	RunAve=runAve spelling:next-letter:2: 1/1 100% 1.5secs 	Wed Mar 03 2021 16:12:59 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.8secs 	depict:1next-letter 	d_____ 	== 	e 	RunAve=runAve spelling:next-letter:2: 2/2 100% 1.7secs 	Wed Mar 03 2021 16:13:12 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	3.4secs 	depict:2next-letter 	de____ 	== 	p 	RunAve=runAve spelling:next-letter:2: 3/3 100% 2.2secs 	Wed Mar 03 2021 16:13:26 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.6secs 	depict:3next-letter 	dep___ 	== 	i 	RunAve=runAve spelling:next-letter:2: 4/4 100% 2.1secs 	Wed Mar 03 2021 16:13:39 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	3.3secs 	depict:4next-letter 	depi__ 	== 	c 	RunAve=runAve spelling:next-letter:2: 5/5 100% 2.3secs 	Wed Mar 03 2021 16:13:53 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.7secs 	depict:5next-letter 	depic_ 	== 	t 	RunAve=runAve spelling:next-letter:2: 6/6 100% 2.2secs 	Wed Mar 03 2021 16:14:06 GMT-0600 (Central Standard Time)
correct 	spelling:typing:2 	12.5secs 	depict:typing 	depict 	== 	depict 	RunAve=runAve spelling:typing:2: 1/1 100% 12.5secs 	Wed Mar 03 2021 16:14:30 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	10.1secs 	depict:typing-no-word 	??? 	== 	depict 	RunAve=runAve spelling:typing-no-word:2: 3/3 100% 11.8secs 	Wed Mar 03 2021 16:14:51 GMT-0600 (Central Standard Time)
wrong 	spelling:typing-no-word:2 	10.9secs 	depend:typing-no-word 	??? 	!= 	dpind 	RunAve=runAve spelling:typing-no-word:2: 3/4 75% 11.6secs 	Wed Mar 03 2021 16:15:13 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	15.3secs 	depend:typing-no-word 	??? 	== 	depend 	RunAve=runAve spelling:typing-no-word:2: 4/5 80% 12.3secs 	Wed Mar 03 2021 16:15:35 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	18.9secs 	depend:typing-no-word 	??? 	== 	depend 	RunAve=runAve spelling:typing-no-word:2: 5/6 83% 13.4secs 	Wed Mar 03 2021 16:16:05 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	3.2secs 	depend:1 	d_____ 	== 	_epend 	RunAve=runAve spelling:chat-only:2: 14/18 77% 2.5secs 	Wed Mar 03 2021 16:16:19 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.1secs 	detest:1 	d_____ 	== 	_etest 	RunAve=runAve spelling:chat-only:2: 15/19 78% 2.5secs 	Wed Mar 03 2021 16:16:32 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.9secs 	detect:1 	d_____ 	== 	_etect 	RunAve=runAve spelling:chat-only:2: 16/20 80% 2.4secs 	Wed Mar 03 2021 16:16:45 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.1secs 	depict:1 	d_____ 	== 	_epict 	RunAve=runAve spelling:chat-only:2: 17/21 80% 2.4secs 	Wed Mar 03 2021 16:16:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	6.0secs 	detest:2 	de____ 	== 	__test 	RunAve=runAve spelling:chat-only:2: 18/22 81% 2.6secs 	Wed Mar 03 2021 16:18:04 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.8secs 	detect:1 	d_____ 	== 	_etect 	RunAve=runAve spelling:chat-only:2: 19/23 82% 2.6secs 	Wed Mar 03 2021 16:18:17 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.6secs 	depict:3 	dep___ 	== 	___ict 	RunAve=runAve spelling:chat-only:2: 20/24 83% 2.5secs 	Wed Mar 03 2021 16:18:29 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	3.1secs 	depend:3 	dep___ 	== 	___end 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Wed Mar 03 2021 16:18:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.0secs 	detest:1 	d_____ 	== 	_etest 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Wed Mar 03 2021 16:18:57 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.8secs 	detect:1 	d_____ 	== 	_etect 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.6secs 	Wed Mar 03 2021 16:19:09 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.3secs 	depict:3 	dep___ 	== 	___ict 	RunAve=runAve spelling:chat-only:2: 21/25 84% 2.5secs 	Thu Mar 04 2021 14:42:39 GMT-0600 (Central Standard Time)
wrong 	spelling:typing-no-word:2 	13.7secs 	depend:typing-no-word 	??? 	!= 	depind 	RunAve=runAve spelling:typing-no-word:2: 5/7 71% 13.5secs 	Thu Mar 04 2021 14:43:04 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	9.6secs 	depend:typing-no-word 	??? 	== 	depend 	RunAve=runAve spelling:typing-no-word:2: 6/8 75% 13.0secs 	Thu Mar 04 2021 14:43:20 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.5secs 	depend:0next-letter 	______ 	== 	d 	RunAve=runAve spelling:next-letter:2: 7/7 100% 2.1secs 	Thu Mar 04 2021 14:43:32 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.9secs 	depend:1next-letter 	d_____ 	== 	e 	RunAve=runAve spelling:next-letter:2: 8/8 100% 2.1secs 	Thu Mar 04 2021 14:43:45 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.9secs 	depend:2next-letter 	de____ 	== 	p 	RunAve=runAve spelling:next-letter:2: 9/9 100% 2.2secs 	Thu Mar 04 2021 14:43:59 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.9secs 	depend:3next-letter 	dep___ 	== 	e 	RunAve=runAve spelling:next-letter:2: 10/10 100% 2.2secs 	Thu Mar 04 2021 14:44:13 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	3.1secs 	depend:4next-letter 	depe__ 	== 	n 	RunAve=runAve spelling:next-letter:2: 11/11 100% 2.3secs 	Thu Mar 04 2021 14:45:20 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	3.3secs 	depend:5next-letter 	depen_ 	== 	d 	RunAve=runAve spelling:next-letter:2: 12/12 100% 2.4secs 	Thu Mar 04 2021 14:45:35 GMT-0600 (Central Standard Time)
correct 	spelling:typing:2 	8.0secs 	depend:typing 	depend 	== 	depend 	RunAve=runAve spelling:typing:2: 2/2 100% 10.2secs 	Thu Mar 04 2021 14:45:54 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	5.6secs 	depend:typing-no-word 	??? 	== 	depend 	RunAve=runAve spelling:typing-no-word:2: 7/9 77% 12.2secs 	Thu Mar 04 2021 14:46:10 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	6.4secs 	detest:1 	d_____ 	== 	_etest 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.7secs 	Thu Mar 04 2021 14:46:28 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	3.2secs 	detect:1 	d_____ 	== 	_etect 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.7secs 	Thu Mar 04 2021 14:46:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.6secs 	depict:1 	d_____ 	== 	_epict 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.7secs 	Thu Mar 04 2021 14:46:56 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	17.8secs 	depend:typing-no-word 	??? 	== 	depend 	RunAve=runAve spelling:typing-no-word:2: 8/10 80% 12.7secs 	Thu Mar 04 2021 14:47:25 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.8secs 	card:1 	c___ 	== 	_ard 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.7secs 	Thu Mar 04 2021 14:47:38 GMT-0600 (Central Standard Time)
correct 	math:- 	6.2secs 	5 - 8 	What is 5 - 8? 	== 	-3 	RunAve=runAve math:-: 1/1 100% 6.2secs 	Thu Mar 04 2021 14:48:05 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	5.9secs 	expire:1 	e_____ 	== 	_xpire 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.8secs 	Thu Mar 04 2021 14:48:32 GMT-0600 (Central Standard Time)
correct 	math:/ 	3.5secs 	56 / 8 	What is 56 / 8? 	== 	7 	RunAve=runAve math:/: 2/2 100% 4.3secs 	Thu Mar 04 2021 14:48:56 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.9secs 	door:1 	d___ 	== 	_oor 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.9secs 	Thu Mar 04 2021 14:49:21 GMT-0600 (Central Standard Time)
correct 	math:- 	4.3secs 	8 - 7 	What is 8 - 7? 	== 	1 	RunAve=runAve math:-: 2/2 100% 5.2secs 	Thu Mar 04 2021 14:49:46 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	2.6secs 	behind:1 	b_____ 	!= 	_ahind 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.9secs 	Thu Mar 04 2021 14:51:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.3secs 	behind:1 	b_____ 	== 	_ehind 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.9secs 	Thu Mar 04 2021 14:51:07 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	7.4secs 	behind:typing-no-word 	??? 	== 	behind 	RunAve=runAve spelling:typing-no-word:2: 9/11 81% 12.2secs 	Thu Mar 04 2021 14:51:36 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.9secs 	belong:1 	b_____ 	== 	_elong 	RunAve=runAve spelling:chat-only:2: 23/25 92% 2.9secs 	Thu Mar 04 2021 14:51:49 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	3.1secs 	example:1 	e______ 	!= 	_xumple 	RunAve=runAve spelling:chat-only:2: 22/25 88% 2.9secs 	Thu Mar 04 2021 14:52:03 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	5.0secs 	example:1 	e______ 	== 	_xample 	RunAve=runAve spelling:chat-only:2: 22/25 88% 3.0secs 	Thu Mar 04 2021 14:52:14 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	5.0secs 	exactly:1 	e______ 	== 	_xactly 	RunAve=runAve spelling:chat-only:2: 22/25 88% 3.0secs 	Thu Mar 04 2021 14:52:30 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.9secs 	behind:1 	b_____ 	== 	_ehind 	RunAve=runAve spelling:chat-only:2: 23/25 92% 3.0secs 	Thu Mar 04 2021 14:52:43 GMT-0600 (Central Standard Time)
wrong 	spelling:typing-no-word:2 	11.6secs 	example:typing-no-word 	??? 	!= 	exampol 	RunAve=runAve spelling:typing-no-word:2: 9/12 75% 12.2secs 	Thu Mar 04 2021 14:55:49 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	13.8secs 	example:typing-no-word 	??? 	== 	example 	RunAve=runAve spelling:typing-no-word:2: 10/13 76% 12.3secs 	Thu Mar 04 2021 14:56:51 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	8.8secs 	example:typing-no-word 	??? 	== 	example 	RunAve=runAve spelling:typing-no-word:2: 11/14 78% 12.1secs 	Thu Mar 04 2021 14:59:06 GMT-0600 (Central Standard Time)
correct 	math:+ 	2.2secs 	11 + 3 	What is 11 + 3? 	== 	14 	RunAve=runAve math:+: 4/4 100% 3.3secs 	Thu Mar 04 2021 15:02:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	2.6secs 	behind:1 	b_____ 	== 	_ehind 	RunAve=runAve spelling:chat-only:2: 23/25 92% 3.0secs 	Thu Mar 04 2021 15:03:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	6.5secs 	belong:1 	b_____ 	== 	_elong 	RunAve=runAve spelling:chat-only:2: 23/25 92% 3.1secs 	Thu Mar 04 2021 15:03:58 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	3.5secs 	exactly:1 	e______ 	!= 	_xectly 	RunAve=runAve spelling:chat-only:2: 22/25 88% 3.2secs 	Thu Mar 04 2021 15:04:12 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	4.5secs 	exactly:1 	e______ 	== 	_xactly 	RunAve=runAve spelling:chat-only:2: 22/25 88% 3.3secs 	Thu Mar 04 2021 15:04:23 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:2 	5.4secs 	example:1 	e______ 	!= 	_ximple 	RunAve=runAve spelling:chat-only:2: 21/25 84% 3.4secs 	Thu Mar 04 2021 15:04:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	4.2secs 	example:1 	e______ 	== 	_xample 	RunAve=runAve spelling:chat-only:2: 21/25 84% 3.3secs 	Thu Mar 04 2021 15:04:50 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.6secs 	example:0next-letter 	_______ 	== 	e 	RunAve=runAve spelling:next-letter:2: 13/13 100% 2.4secs 	Thu Mar 04 2021 15:05:04 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.6secs 	example:1next-letter 	e______ 	== 	x 	RunAve=runAve spelling:next-letter:2: 14/14 100% 2.4secs 	Thu Mar 04 2021 15:05:16 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	6.5secs 	example:2next-letter 	ex_____ 	== 	a 	RunAve=runAve spelling:next-letter:2: 15/15 100% 2.6secs 	Thu Mar 04 2021 15:05:34 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	3.4secs 	example:3next-letter 	exa____ 	== 	m 	RunAve=runAve spelling:next-letter:2: 16/16 100% 2.7secs 	Thu Mar 04 2021 15:05:48 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.6secs 	example:4next-letter 	exam___ 	== 	p 	RunAve=runAve spelling:next-letter:2: 17/17 100% 2.7secs 	Thu Mar 04 2021 15:07:00 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	5.1secs 	example:5next-letter 	examp__ 	== 	l 	RunAve=runAve spelling:next-letter:2: 18/18 100% 2.8secs 	Thu Mar 04 2021 15:07:17 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.9secs 	example:6next-letter 	exampl_ 	== 	e 	RunAve=runAve spelling:next-letter:2: 19/19 100% 2.8secs 	Thu Mar 04 2021 15:07:30 GMT-0600 (Central Standard Time)
correct 	spelling:typing:2 	9.3secs 	example:typing 	example 	== 	example 	RunAve=runAve spelling:typing:2: 3/3 100% 9.9secs 	Thu Mar 04 2021 15:07:50 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	7.6secs 	example:typing-no-word 	??? 	== 	example 	RunAve=runAve spelling:typing-no-word:2: 12/15 80% 11.8secs 	Thu Mar 04 2021 15:08:09 GMT-0600 (Central Standard Time)
wrong 	spelling:typing-no-word:2 	10.2secs 	exactly:typing-no-word 	??? 	!= 	exacle 	RunAve=runAve spelling:typing-no-word:2: 12/16 75% 11.7secs 	Thu Mar 04 2021 15:08:32 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	12.8secs 	exactly:typing-no-word 	??? 	== 	exactly 	RunAve=runAve spelling:typing-no-word:2: 13/17 76% 11.7secs 	Thu Mar 04 2021 15:08:51 GMT-0600 (Central Standard Time)
wrong 	spelling:typing-no-word:2 	13.2secs 	exactly:typing-no-word 	??? 	!= 	exactla 	RunAve=runAve spelling:typing-no-word:2: 13/18 72% 11.8secs 	Thu Mar 04 2021 15:09:16 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	7.9secs 	exactly:typing-no-word 	??? 	== 	exactly 	RunAve=runAve spelling:typing-no-word:2: 14/19 73% 11.6secs 	Thu Mar 04 2021 15:09:30 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.8secs 	exactly:0next-letter 	_______ 	== 	e 	RunAve=runAve spelling:next-letter:2: 20/20 100% 2.8secs 	Thu Mar 04 2021 15:09:44 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	1.2secs 	exactly:1next-letter 	e______ 	== 	x 	RunAve=runAve spelling:next-letter:2: 21/21 100% 2.7secs 	Thu Mar 04 2021 15:09:56 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.3secs 	exactly:2next-letter 	ex_____ 	== 	a 	RunAve=runAve spelling:next-letter:2: 22/22 100% 2.7secs 	Thu Mar 04 2021 15:11:46 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.9secs 	exactly:3next-letter 	exa____ 	== 	c 	RunAve=runAve spelling:next-letter:2: 23/23 100% 2.7secs 	Thu Mar 04 2021 15:12:00 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	2.9secs 	exactly:4next-letter 	exac___ 	== 	t 	RunAve=runAve spelling:next-letter:2: 24/24 100% 2.7secs 	Thu Mar 04 2021 15:13:07 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	3.4secs 	exactly:5next-letter 	exact__ 	== 	l 	RunAve=runAve spelling:next-letter:2: 25/25 100% 2.7secs 	Thu Mar 04 2021 15:13:21 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:2 	10.7secs 	exactly:6next-letter 	exactl_ 	== 	y 	RunAve=runAve spelling:next-letter:2: 25/25 100% 3.1secs 	Thu Mar 04 2021 15:13:43 GMT-0600 (Central Standard Time)
correct 	spelling:typing:2 	11.3secs 	exactly:typing 	exactly 	== 	exactly 	RunAve=runAve spelling:typing:2: 4/4 100% 10.3secs 	Thu Mar 04 2021 15:14:05 GMT-0600 (Central Standard Time)
correct 	spelling:typing-no-word:2 	7.1secs 	exactly:typing-no-word 	??? 	== 	exactly 	RunAve=runAve spelling:typing-no-word:2: 15/20 75% 11.4secs 	Thu Mar 04 2021 15:14:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:2 	1.6secs 	behind:1 	b_____ 	== 	_ehind 	RunAve=runAve spelling:chat-only:2: 21/25 84% 3.3secs 	Thu Mar 04 2021 15:14:36 GMT-0600 (Central Standard Time)
